komentar,label,komentar_preprocessing
"1km deket nder. atau kalau kamu emang beneran capek dan males jalan, let me introduce @gojekindonesia nder. they do exist",positive,km deket nder emang beneran capek males jalan let me introduce gojekindonesia nder they do exist
"@gojekindonesia ask gojek, saya sudah menyelesaikan misi, apakah reward yg saya dapatkan saldo gopay apa voucer atau itu hanya pemanis saja ? Mohon penjelasannya  pic.twitter.com/FEX739taTg",positive,gojekindonesia ask gojek selesai misi reward dapat saldo gopay voucer man jelas pic twitter com
"Halo @gojekindonesia kenapa hampir 70% driver pada pake fake GPS semua?

Di map udah sampe tapi bilang masih otw.

Di map driver gak gerak terus tiba2 nyampe.

Kalo gini kan lagi buru2 jadi bingung mau cancel apa enggak.

Trus kenapa gabisa pilih voucher di menu goride? Annoying",positive,gojekindonesia driver pake fake gps map sudah sampai bilang otw map driver gak gerak tiba nyampe gin buru bingung cancel terus gabisa pilih voucher menu goride annoying
"@gojekindonesia driver ini sudah saya bayar duluan tarifnya 16k malah saya kasih lebih  . Eh pas sampe tkp dia blg ongkosnya belum dibayar. Dikasih lg tuh sm org kantor. Ya memang ga seberapa sih, cuma ko ga jujur sih mas nya ini. Sy kan jd gaenak sm org ",positive,gojekindonesia driver bayar duluan tarif kasih eh pas sampai tkp blg ongkos bayar kasih lagi orang kantor tidak ko tidak jujur mas saya gaenak orang
"@gojekindonesia malam gan, mau nanya nih gan, gimana login ke akun gojek penumpang lama kita jika no. hp yang digunakan berbeda dengan sebelumnya(ho. hp sebelumnya lupa) tapi emailnya masih ingat?",positive,gojekindonesia malam gan na gan gimana login akun gojek tumpang no hp beda ho hp lupa email
"Hai kak Texoo, kami dari Findaya partner Gojek yang menangani PayLater. Kami mendapat infromasi dari Gojek, Anda memiliki pertanyaan mengenai PayLater. Kami akan memberikan informasi melalui DM. Silakan follow kami terlebih dahulu, agar akses DM terbuka. Tks ^rno",positive,kak texoo findaya partner gojek tangan paylater infromasi gojek milik paylater informasi dm sila follow akses dm buka tks rno
"Min tolong min, udh di selesai in tp orderannya ga datenggg:((((( @gojekindonesia  pic.twitter.com/EAs6psDl97",positive,min tolong min sudah selesai in tapi order tidak datenggg gojekindonesia pic twitter com
"abis bensin dijalan, mau ke pom bensin jauh so ide aja go send🙃🙃🙃🙃 @gojekindonesia  pic.twitter.com/snw1CQBZMt",positive,habis bensin jalan pom bensin so ide aja go send gojekindonesia pic twitter com
"Smsan saya sama driver @gojekindonesia yang tadi “pick up” saya padahal saya ngga dijemput. Gimana gojek tanggapannya? Abis hp nyala bukannya inisiatif chat saya malah klik “order selesai”. 

Mau kasih bintang 1 di apk juga ngga tega mutus rezeki orang. Gimana nih jek?  pic.twitter.com/L7TWOWO2j0",positive,smsan driver gojekindonesia pick up jemput gimana gojek tanggap habis hp nyala inisiatif chat klik order selesai kasih bintang apk tega mutus rezeki gimana jek pic twitter com
"YOOO @gojekindonesia CONGRATS FOR THE EXPANSION!!!

Jangan lupa vocer boba tea buat rapmin 😍  pic.twitter.com/Q3yfzYyylx",positive,yooo gojekindonesia congrats for the expansion lupa vocer boba tea rapmin pic twitter com
"@gojekindonesia min ini kalo anak kost nasi goreng buat makan siang digabung malam, bukan buat ngemil  pic.twitter.com/SQZ8dAkMpo",positive,gojekindonesia min anak kost nasi goreng makan siang gabung malam ngemil pic twitter com
Ada apa dengan driver @gojekindonesia hari ini? Selama ini pakai jasa gojek ngga pernah diginiin apalagi perkara kursi roda (padahal sudah dijelaskan kursi roda tidak dibawa). Tolong diberikan pemahaman kepada driver ya kalau difabel juga boleh naik kendaraan umum looooh.,positive,driver gojekindonesia pakai jasa gojek diginiin perkara kursi roda kursi roda bawa tolong paham driver difabel kendara umum looooh
"Halo @gojekindonesia hari ini saya bener bener kaget karena 2x diperlakukan ngga enak sama armada kalian.

1. Saya di cancel sepihak setelah saya bilang ke driver bahwa saya pakai kursi roda padahal saya sudah bilang kalau kursi rodanya ngga dibawa/ditinggal.  pic.twitter.com/72nw4ZIFhZ",positive,gojekindonesia bener bener kaget laku armada cancel bilang driver pakai kursi roda bilang kursi roda bawa tinggal pic twitter com
@gopayindonesia min kl penarikan ke rek yg udh di daftar kena biaya brp kah? @gojekindonesia  pic.twitter.com/J34M4Etnqc,positive,gopayindonesia min tari rek sudah daftar biaya brp kah gojekindonesia pic twitter com
"Rasa hati ingin memberi Bintang 1 untuk para rider ojol yang menyerobot jalur pedestrian @DKIJakarta atau busway @PT_TransJakarta.

Tapi saya bukan penumpangnya. 

Gimana caranya ya? @GrabID @gojekindonesia",positive,hati bintang rider ojol serobot jalur pedestrian dkijakarta busway pttransjakarta tumpang gimana grabid gojekindonesia
"Buat Abang @gojekindonesia yang nganterin aku tadi, makasih banget atas pengertiannya menghadapi aku yang ngantuk yang kirain bayar pake gopay ternyata PAKE TUNAI 😭😭😭😭🙏🏻",positive,abang gojekindonesia nganterin makasih banget erti hadap ngantuk kirain bayar pake gopay pake tunai
"APAKAH BERGANTINYA LOGO GOJEK DI SEBABKAN GOJEK SEBENARNYA SUDAH DI BELI PEGIPEGI??? DAN KARENANYA LOGO MEREKA HAMPIR SAMAA??
@gojekindonesia
@pegipegi pic.twitter.com/XvB3VuctKJ",positive,ganti logo gojek sebab gojek beli pegipegi logo samaa gojekindonesia pegipegi pic twitter com
"@gojekindonesia pesan barang hari ini buat dianter pake gosend, ga ada driver yg mau pick up barang gue dari pagi sampe malem gini.. Ckckck sedih",positive,gojekindonesia pesan barang anter pake gosend tidak driver pick up barang saya pagi sampai malem gin ckckck sedih
"Ngantri di @McDonalds_ID pake diskon GoPay PayDay @gojekindonesia, trs pake promo di aplikasi McD. AKU HAPPY SEKALI!!  pic.twitter.com/H4aPdEjcOK",positive,ngantri mcdonaldsid pake diskon gopay payday gojekindonesia terus pake promo aplikasi mcd happy pic twitter com
"Kemaren bm sundae strawberry, hari ini bm ayam MCD. Thanks 50% cashback @gojekindonesia.

Sobat prihatin can relate 🤗  pic.twitter.com/Y7FiCqnVGV",positive,kemaren bm sundae strawberry bm ayam mcd thanks cashback gojekindonesia sobat prihatin can relate pic twitter com
"Mulai aja dulu.. hasil ahir Serahkan pd Allah SWT. @gojekindonesia jalan, expedisi jalan, Marketplace jalan. Buat @GrabID saya tdk berharap banyak 😌 PHP terus. Oiya jualan saya ada di @tokopedia, @bukalapak, @ShopeeID.  ketik #pempekpalembangrestubundajetis 081317533001 pic.twitter.com/SSUCu2VQk7",positive,aja hasil ahir serah pd swt gojekindonesia jalan expedisi jalan marketplace jalan grabid tidak harap php oiya jual tokopedia bukalapak shopeeid ketik pempekpalembangrestubundajetis pic twitter com
"Sekarang mau pakai layanan #Gosend ataupun #GrabExpress susah, padahal di peta terlihat banyak driver. Pada malas ngambil atau gimana?
@gojekindonesia @GrabID",positive,pakai layan gosend grabexpress susah peta driver malas ngambil gimana gojekindonesia grabid
"Dear @gojekindonesia mau nanya perihal ini, itu knapa ya? Akun temen kantor seperti itu min. Alhasil gabisa order  pic.twitter.com/BDisK9Ofn1",positive,dear gojekindonesia na perihal knapa akun temen kantor min alhasil gabisa order pic twitter com
"Buat yang belum makan , cobain promo dari #PapiJoeId yuks 😊 @FoodNetwork @Giladiskon @gofoodindonesia @JKTFoodies @yukmakan @katalogpromosi @gojekindonesia  pic.twitter.com/raTAPnrr8U",positive,makan cobain promo papijoeid yuks foodnetwork giladiskon gofoodindonesia jktfoodies yukmakan katalogpromosi gojekindonesia pic twitter com
@gojekindonesia min aku mau pesen go-box tp kok gabisa yaa. Pas pencet location malah keluar dari aplikasi. Kenapa ya min? Terimaksih,positive,gojekindonesia min sen go box tapi gabisa yaa pas pencet location aplikasi min terimaksih
@gojekindonesia mohon bantuannya saya payment pake voucher dan udah liat jadi gratis tapi kenapa saldo gopaynya malah kepotong ya?,positive,gojekindonesia bantu payment pake voucher sudah liat gratis saldo gopay potong
"buka cabang di kabupaten barru dong @KFCINDONESIA ,,order KFC @gojekindonesia @GrabID dr makassar ke kota barru ga ada yg mau pick up drivernya :)))",positive,buka cabang kabupaten barru kfcindonesia order kfc gojekindonesia grabid dr makassar kota barru tidak pick up driver
ga ada photo. kendalanya pake mandiri online setelah pilih bayar - multipayment - mau top up gojek dana ovo bayar shopee shopeepay ga ada pilihannya. MENU FAVORIT itu dimana?,positive,tidak photo kendala pake mandiri online pilih bayar multipayment top up gojek dana ovo bayar shopee shopeepay tidak pilih menu favorit mana
@gojekindonesia min saya td pesen gojek saya pikir pake gopay ternyata cash saya blm byr udh pengaduan via email kira2 brp lama prosesnya? sy ga enak sm abangnya,positive,gojekindonesia min td sen gojek pikir pake gopay cash blm byr sudah adu via email kira brp proses saya tidak abang
Halo min tdi dpt e-mail dpt voucher gofood mengatasnamakan gojek apa ini beneran dri gojek? Jika iya gmn cara konfirm nya?? @gojekindonesia  pic.twitter.com/RI4EQylkIq,positive,min tdi dpt mail dpt voucher gofood mengatasnamakan gojek beneran gojek iya konfirm gojekindonesia pic twitter com
Lifehack teralig naik @gojekindonesia pake voucher dari stasiun MRT Fatmawati sampe rumah (Sawangan) cuma bayar 3rb 😂😂,positive,lifehack teralig gojekindonesia pake voucher stasiun mrt fatmawati sampai rumah sawangan bayar rb
"Utk menu Gopay pada menu favorit ya, kami sarankan Bpk melakukan pembaharuan layanan mandiri online terlebih dahulu. Tks ~ Rafa",positive,untuk menu gopay menu favorit saran bpk baharu layan mandiri online tks rafa
"Hai, mohon maaf atas ketidaknyamanannya. Sebagai informasi tambahan, ketika Anda melakukan order tergantung pada ketersediaan Mitra kami yang aktif di area dimana Anda melakukan pemesanan ya. Silakan tunggu beberapa saat dan coba pesan kembali layanan yang Anda inginkan. Tks ^Shl",positive,maaf ketidaknyamanan informasi tambah order gantung sedia mitra aktif area mana mesan sila tunggu coba pesan layan tks shl
yang paling cepet dari gundala ?ya jelas lah yg paling cepet dari gundala @gojekindonesia set set set sampeeeeeeeeee  #GrabGundala pic.twitter.com/zrPb0BMf9x,positive,cepet gundala cepet gundala gojekindonesia set set set sampeeeeeeeeee grabgundala pic twitter com
"#GopayPayDay Mas R**** dalam rangka memenuhi panggilan #GoFood sy :)))) memang @gojekindonesia plg mntp klo diajakin curhat.
Diketawain doang. :(  pic.twitter.com/Ku1qeHoFDU",positive,gopaypayday mas rangka penuh panggil gofood saya gojekindonesia plg mntp diajakin curhat diketawain doang pic twitter com
yang paling cepet dari gundala ?ya jelas lah yg paling cepet dari gundala @gojekindonesia set set set sampeeeeeeeeee  #GrabGundala pic.twitter.com/zrPb0BMf9x,positive,cepet gundala cepet gundala gojekindonesia set set set sampeeeeeeeeee grabgundala pic twitter com
Apa gunanya @gojekindonesia nunjukin armada di peta kalo gak dapet driver?  pic.twitter.com/lGoErMqZmp,positive,guna gojekindonesia nunjukin armada peta gak dapet driver pic twitter com lgoermqzmp
"In the future, one app can do anything for your daily needs, introducing Solv from @gojekindonesia
#motiongraphics #aftereffects #Cyberpunk2077 pic.twitter.com/sjrokMVXWt",positive,in the future one app can do anything for your daily needs introducing solv from gojekindonesia motiongraphics aftereffects pic twitter com sjrokmvxwt
"Selamat malam Bpk Deni, perihal top up gopay melalui layanan mandiri online dgn cara pilih menu Bayar > Mutipayment > pilih GoPay Customer pada penyedia jasa > Input nomor handphone dan nominal > konfirmasi transaksi. Tks ~ Rafa",positive,selamat malam bpk den perihal top up gopay layan mandiri online dengan pilih menu bayar mutipayment pilih gopay customer sedia jasa input nomor handphone nominal konfirmasi transaksi tks rafa
"@gojekindonesia kalo mau daftar gofood gimana ya? wkt itu udh pernah submit form nya tapi ngga ada balesan, apa harus kirim form nya lagi?",positive,gojekindonesia daftar gofood gimana wkt sudah submit form balesan kirim form
halo min @gojekindonesia nomor hp saya yg terdaftar ke akun gojek hilang. bagaimana sy menggantinya? terima kasih,positive,min gojekindonesia nomor hp daftar akun gojek hilang saya ganti terima kasih
"Hai Astrid, sehubungan dengan keluhan atau pertanyaan mengenai PayLater, untuk lebih lanjut Anda dapat menghubungi support@findaya.com melalui e-mail ya. Tks ^Shl",positive,astrid hubung keluh paylater hubung support findaya com mail tks shl
"Hai, mohon maaf atas ketidaknyamanannya. Agar kendala Anda dapat kami proses lebih lanjut, bisa diinformasikan nomor order yang terkendala via DM? Tks ^Shl",positive,maaf ketidaknyamanan kendala proses informasi nomor order kendala via dm tks shl
"@gojekindonesia Saya sudah cancel orderan go-bluebird dari tadi, kemudian driver sms bilang belum dicancel dengan bahasa yg kasar. Kalau servernya yg salah tolong diperbaiki, tp attitude driver walaupun outsource jg tolong dijaga. Thanks.",positive,gojekindonesia cancel order go bluebird driver sms bilang dicancel bahasa kasar server salah tolong baik tapi attitude driver outsource juga tolong jaga thanks
@gojekindonesia halo! Saya sudah mendaftar untuk menjadi driver gojek pada bulan juni 2019. Pada tgl 16 Juli 2019 saya mendapat undangan untuk datang ke kantor gojek. Namun hp saya pada saat itu rusak. Jd saya baru mengetahui nya skg. Apakah bisa hadir di,positive,gojekindonesia daftar driver gojek juni tgl juli undang kantor gojek hp rusak skg hadir
"Dear gojek indonesia tolong tambahkan alasan pembatalan pesanan di gofood ""driver terlalu jauh"" @gojekindonesia kadang driver minta dibatalkan tapi mau kasih alasan ""driver minta dibatalkan"" saya gatega takut efeknya ke rating driver. Terimakasih  pic.twitter.com/5wsv712ZrR",positive,dear gojek indonesia tolong tambah alas batal pesan gofood driver gojekindonesia kadang driver batal kasih alas driver batal gatega takut efek rating driver terimakasih pic twitter com
"Hai, mohon maaf atas ketidaknyamanannya. Bisa diinformasikan nomor order yang terkendala via DM? agar dapat kami proses lebih lanjut. Tks ^Shl",positive,maaf ketidaknyamanan informasi nomor order kendala via dm proses tks shl
"Oh, minimum transaksi 20 ribu baru bisa dapat cashback, kak.

Saya udah kayak admin gojek aja. 🤣",positive,oh minimum transaksi ribu cashback kak sudah kayak admin gojek aja
"Kemarin sempet baca di Medium engineering teamnya @gojekindonesia  https://blog.gojekengineering.com/how-we-manage-a-million-push-notifications-an-hour-549a1e3ca2c2 … kalo mereka punya sistem yang:

""can comfortably handle over a million notifications every hour.""

tapi ya itu dari sisi engineering & bahasannya lebih ke product notif requirement. Tapi...",positive,kemarin sempet baca medium engineering team gojekindonesia sistem can comfortably handle over million notifications every hour sisi engineering bahas product notif requirement
"Hai Angel, perihal keluhan Anda kami sarankan Anda untuk melakukan perubahan data menggunakan nomor baru yang belum terdaftar. Anda dapat menghubungi kami melalui e-mail Anda yang terdaftar ke customerservice@go-jek.com ya. Tks ^Shl",positive,angel perihal keluh saran ubah data nomor daftar hubung mail daftar customerservice go jek com tks shl
"I didn't only treat him but myself. Yet, i bought myself a cup of iced chocolate coffee from @JanjiJiwaID 🤪

Dan sekali lagi, masih melakukan payment dengan menggunakan @gopayindonesia dari @gojekindonesia hahah aku cintak diskonan dan promo pokoknyahhh 🥰  pic.twitter.com/F8hsmaUIhl",positive,didn only treat him but myself yet bought myself cup of iced chocolate coffee from janjijiwaid payment gopayindonesia gojekindonesia hahah cintak diskon promo pokoknyahhh pic twitter com
"halo @gojekindonesia saya mau mengajukan penghapusan akun karna nomor hp di akun tsb mau saya gunakan di akun lain. tolong dibantu ya, thanks:)",positive,gojekindonesia aju hapus akun karena nomor hp akun sebut akun tolong bantu thanks
"MCD panas Special pake gopay dong bayar nya dihari Terakhir #GopayPayDay
#GoPayDay
@gojekindonesia  pic.twitter.com/ZpbsYCTC5O – di McDonald's",positive,mcd panas special pake gopay bayar hari gopaypayday gopayday gojekindonesia pic twitter com mcdonald
"Hai, mohon maaf atas kendalanya. Dapat kami informasikan bahwa saat ini fitur tersebut belum tersedia, kritik dan saran dari Anda telah kami sampaikan kepada tim terkait agar dapat dilakukan perbaikan untuk kepuasan Anda. Tks ^Shl",positive,maaf kendala informasi fitur sedia kritik saran tim kait baik puas tks shl
"Kapan hari beli voucher @gojekindonesia harga 85rb dapetnya 1,5jt. Hari ini dari challenge @GrabID dapet 1jt. Adil kan, make dua-duanya, happy semua? 😘😘😘",positive,beli voucher gojekindonesia harga dapet jt challenge grabid dapet jt adil make dua happy
"@gojekindonesia  Gaet @DoogetherID Luncurkan Layanan Reservasi Pusat Kebugaran “GoFitness”

#Indonesia #Startup #Investasi #Doogether #Gojek #Unicorn #Ride-hailling #Cooperation
 https://www.volanews.com/portal/article/index/id/3549.html … pic.twit",positive,gojekindonesia gaet doogetherid luncur layan reservasi pusat bugar gofitness indonesia startup investasi doogether gojek unicorn ride hailling cooperation pic twit
"@gojekindonesia sayangku, bisa gak paket bundle goride yg harganya 9 ribu itu berlaku selamanya? Love, dari pelanggan setiamu.",positive,gojekindonesia sayang gak paket bundle goride harga ribu laku love langgan setia
"@gojekindonesia @gojektech @gojek24jam. ini linknya min, tapi gag ada di reward ku.
Haii, ada berita baik, nih! Aku baru aja menang hadiah dari Mission di GoPay. Daan kamu juga bisa menang! Cobain, kuuy~ https://www.go-jek.com/ ",positive,gojekindonesia gojektech link min gag reward ku hai berita aja menang hadiah mission gopay daan menang cobain kuuy
"Wkwkwk iya nih, barusan juga transaksi di Century pake OVO, cash back 30% tapi dapetnya 12,500 rb. Masih mending sih daripada 10rb😂 pic.twitter.com/ofV44Xdpsj",positive,wkwkwk iya barusan transaksi century pake ovo cash back dapet rb mending pic twitter com
"Hai @gojekindonesia sedikit masukan (terinspirasi dr kisah Mas Rustam) bisa kah buat  penanda bahwa pengendaranya itu difable? Misal, driver tsb tuli. Sptnya bagus kalau bagian punggung jaket ada tulisan menandakan drivernya tuli. Jadi pengendara lain paham dan ga perlu klakson.",positive,gojekindonesia masuk inspirasi dr kisah mas rustam kah tanda kendara difable driver sebut tuli spt bagus punggung jaket tulis tanda driver tuli kendara paham tidak klakson
"@gojekindonesia hallo min, mau tanya. kok orderan saya di take driver tapi drivernya nggak jalan-jalan ke restonya ya? drivernya nggak bisa dihubungi juga. tq.",positive,gojekindonesia min order take driver driver nggak jalan jalan resto driver nggak hubung tq
Thank you @gopayindonesia x @gojekindonesia  traktiran McDonald's nya sering2 ya #GoPayDay nya pic.twitter.com/sL7k3G7FlR,positive,thank you gopayindonesia gojekindonesia traktir mcdonald sering gopayday pic twitter com
Kiwi students - check out this seriously cool opportunity! Work for one of Indonesia’s leading tech companies @gojekindonesia 🛵🍔💆🏻‍♀️  https://twitter.com/asianewzealand/status/1166943245156245504 …,positive,kiwi students check out this seriously cool opportunity work for one of indonesia leading tech companies gojekindonesia
"Hai Afif, waspada terhadap tindak penipuan yang mengatasnamakan Gojek, selalu cek kebenaran info yang mengatasnamakan Gojek ke customer service kami. Info selengkapnya silakan klik link  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks ^yun",positive,afif waspada tindak tipu mengatasnamakan gojek cek benar info mengatasnamakan gojek customer service info lengkap sila klik link tks yun
"Terima kasih atas feedback yg diberikan dan akan kami teruskan ke tim kami untuk peningkatan layanan GO-JEK, jika ke depannya mengalami kendala yg sama silakan segera informasikan kami detail ordernya melalui DM ya. ^yun",positive,terima kasih feedback terus tim tingkat layan go jek depan alami kendala sila informasi detail order dm yun
Kegiatan akhir akhir ini .. Naik go ride & pesen go food .. Terimakasih vouchernya @gojekindonesia :*  pic.twitter.com/eE9oRb1hHm,positive,giat go ride sen go food terimakasih voucher gojekindonesia pic twitter com
"Belanja di @tokopedia , pengiriman sameday pakai @gojekindonesia , normal gak sih kalau finding drivernya sampai 5 jam di J-town ini? #ajaib",positive,belanja tokopedia kirim sameday pakai gojekindonesia normal gak finding driver jam town ajaib
"@gofoodindonesia 
Ku mau tanya...kalau pesan GoFood trus ternyata pesanan yang pesan ada yang kurang, gimana cara komplainnya..

Abang @gojekindonesia nya sudah pergi.. udah gak bisa Chat, nomor hpnya juga gak tau..

Tolong bantu ya, soalnya udah berkali ",positive,gofoodindonesia ku pesan gofood terus pesan pesan gimana komplain abang gojekindonesia pergi sudah gak chat nomor hp gak tau tolong bantu sudah kali
Beli ayam di @KFCINDONESIA ama mcflurry di @McDonalds_ID Pesen nya dari @gojekindonesia Sambil nunggu skalian belajar di @ruangguru https://twitter.com/ruangguru/status/1167004259331657729 …,positive,beli ayam kfcindonesia ama mcflurry mcdonaldsid sen gojekindonesia nunggu skalian ajar ruangguru
"@gojekindonesia siang min .. aku masuk gojek app, namun nomer hape udah hangus .. bisakah saya login dengan cara lain .. email mungkin?",positive,gojekindonesia siang min gojek app nomer hape sudah hangus login email
"Hai kak, mohon maaf atas ketidaknyamanan yang Anda alami. Kami informasikan untuk keluhan Anda saat ini masih dalam proses tindaklanjut. Kami secepatnya akan menghubungi kakak apabila keluhan kakak sudah terselesaikan. Terima kasih atas kesabaran yang telah diberikan. Tks^rno",positive,kak maaf ketidaknyamanan alami informasi keluh proses tindaklanjut cepat hubung kakak keluh kakak selesai terima kasih sabar tks rno
"Hai Hendry, untuk melakukan pengecekan silakan informasikan nomor telepon dan email Anda melalui DM. Terima kasih ^yun",positive,hendry kece sila informasi nomor telepon email dm terima kasih yun
Aplikator ya emañg sengaja bikin caos antar pelanggan vs driver biar bisa suspent dari @gojekindonesia n @GrabID,positive,aplikator emag sengaja bikin caos langgan vs driver biar suspent gojekindonesia grabid
"Hai Nilam, apabila pembayaran lebih dari nominal diskon Anda dapat melakukan pembayaran secara cash ataupun GoPay. Namun apabila tarif kurang dari nominal voucher tidak berlaku pengembalian. Terima kasih ^yun",positive,nilam bayar nominal diskon bayar cash gopay tarif nominal voucher laku kembali terima kasih yun
"Hai, silakan restart aplikasi Gojek Anda dengan cara hapus file sementara (clear cache) yang tersimpan di memori internal pada handphone Anda dan silakan melakukan login kembali. Terima kasih ^yun",positive,sila restart aplikasi gojek hapus file clear cache simpan memori internal handphone sila login terima kasih yun
Sekarang kan lagi marakk bang netizen twitter mewek ke @GrabID @gojekindonesia lewat dm dengan embel embel ngaku ga di anter orangnya n makananya biar uang nya balik,positive,marakk bang netizen twitter mewek grabid gojekindonesia dm embel embel ngaku tidak anter orang makana biar uang
"Rumah udah berantakan kayak kapal pecah? Saatnya pesan GoClean untuk bersih-bersih instan dan praktis! Bisa bayar pakai GO-PAY lagi dengan kemudahan isi saldo di ATM, I-Banking, Mobile Banking & Teller Bank Sinarmas @BankSinarmas @gojekindonesia #tipsPRIMA",positive,rumah sudah beranta kayak kapal pecah pesan goclean bersih bersih instan praktis bayar pakai go pay mudah isi saldo atm banking mobile banking teller bank sinarmas banksinarmas gojekindonesia tipsprima
"Halo admin @gojekindonesia. Tolong akun dengan no hp 081385292468 segera ditutup. Saya mau melaporkan bahwa ybs telah memakai no hp saya untuk topup nomor dia. Saya kehilangan hp semalam dan nomor saya disalahgunakan, salah satunya dipake topup ke nomor hpnya.",positive,admin gojekindonesia tolong akun no hp tutup lapor ybs pakai no hp topup nomor hilang hp malam nomor disalahgunakan salah satu dipake topup nomor hp
"Halo @gojekindonesia 
Knp akun sy tidak bs dipakai utk order ya??
Mhn bantuannya. Trims  pic.twitter.com/JsTvqxYSYP",positive,gojekindonesia kenapa akun saya pakai untuk order mhn bantu trims pic twitter com jstvqxysyp
Dalam kasus cerita KKN di desa penari yg sedang ramai ini bisa saya simpulkan bahwasanya @GrabID  dan @gojekindonesia belom seluruhnya menjangkau wilayah NKRI. Coba saja sudahmenjangkau. Kan pas laper & motor moggok bisa mesen gofood ngk harus makan kepala monyet #kkndidesapenari,positive,cerita kkn desa tari ramai simpul grabid gojekindonesia bom jangkau wilayah nkri coba sudahmenjangkau pas laper motor moggok mesen gofood makan kepala monyet kkndidesapenari
"Gada layanan gofood @gojekindonesia di sini, pdhl dpt voucher gede. Hal paling ngeri utk bumil yg ngidam beef @yoshinoyaID. Hanya bs nelan ludah. pic.twitter.com/6T4VQnax3r",positive,gada layan gofood gojekindonesia dpt voucher gede ngeri untuk bumil ngidam beef yoshinoyaid nan ludah pic twitter com
dear @gojekindonesia kasih aku voucher promoan gratis grabcar. aku mau ke bintaro naik kereta tapi tidak keburu dan khawatir juga ga keburu ujian 😭😭😭😭😭😭😭,positive,dear gojekindonesia kasih voucher promoan gratis grabcar bintaro kereta keburu khawatir tidak keburu uji
"Luvsss thnkyu payday! 

Thnkyu juga babang gofood @gojekindonesia ❤  pic.twitter.com/EPdxAlEEGq",positive,luvsss thnkyu payday thnkyu babang gofood gojekindonesia pic twitter com epdxaleegq
"Sebuah pemikiran : 

❌ Notif @gojekindonesia ttg minta bantuan akan kisah hidup seseorang udah berlebihan
✔️ Cepat ! Login dan ambil petinya. Jgn sampai tertinggal  pic.twitter.com/3svopxxnsZ",positive,pikir notif gojekindonesia ttg bantu kisah hidup sudah cepat login ambil peti jangan tinggal pic twitter com svopxxnsz
"iya kaaaaaaannnnnn....... bener, apalagi kalau ibu kota pindah, cocok udah gedung DPR/MPR jadi lahan untuk shelter ojol, cus beli @gojekindonesia",positive,iya kaaaaaaannnnnn bener kota pindah cocok sudah gedung dpr mpr lahan shelter ojol cus beli gojekindonesia
"Ngakak sampai tak terkontrol... kira2, apa maksud dan tujuan si Abang taroh tampelan itu di helm bagian belakang ya hahahah
Sa ae si Abng.
@faktaojol
@gojekindonesia
@lambeonlen https://twitter.com/lambeonlen/status/1167294136652722176 …",positive,ngakak kontrol kira tuju si abang taroh tampel helm hahahah ae si abng faktaojol gojekindonesia lambeonlen
Heem driver e tak ksh tip malah soale dah malem. Resto tak komplain lewat rating kae sih. Rodo ngakak goleki ayame ra ono 🥺,positive,heem driver kasih tip soale malem resto komplain rating kae rodo ngakak golek ayame ra ono
@gopayindonesia @gojekindonesia tas abang gojek starterpack.. #GopayPayDay @DecathlonID pic.twitter.com/tcSLTX9NM9,positive,gopayindonesia gojekindonesia tas abang gojek starterpack gopaypayday decathlonid pic twitter com
GoPay dinilai telah membantu mempercepat inklusi finansial dan ekonomi digital di Indonesia yang 64% populasinya belum terjangkau produk perbankan (unbanked). Berikut ini data yang dirangkum dalam bentuk INETGrafis: pic.twitter.com/WcMxH2zrYn,positive,gopay nilai bantu cepat inklusi finansial ekonomi digital indonesia populasi jangkau produk perban unbanked data rangkum bentuk inetgrafis pic twitter com
"Berkat inovasi GoPay, Gojek kembali masuk ke daftar tahunan perusahaan yang dinilai berhasil mengubah dunia versi majalah Fortune, atau Fortune’s Change the World 2019. 
#Gojek
@gojekindonesia
@gojek24jam",positive,berkat inovasi gopay gojek daftar tahun usaha nilai hasil ubah dunia versi majalah fortune fortune change the world gojek gojekindonesia
"kangen pengen makan masakan kampung gitu kan.. trus iseng buka2 gofood @gojekindonesia eh nemu warung makan yg jual menu2 kampung, buanyaaaak pilihannya, deket rumah lagi cm 5km-an 😋",positive,kangen ken makan masakan kampung gitu terus iseng buka gofood gojekindonesia eh nemu warung makan jual menu kampung buanyaaaak pilih deket rumah cm km
"JUJUR.
Aku gak pernah pakai Gopay/Gojek malah dapat voucher 300 rb, langsung install lagi.

#Jujur di #JumatBerkah Bersama #GopayPayDay #terimakasih @gojekindonesia  pic.twitter.com/zAzqKcb58J",positive,jujur gak pakai gopay gojek voucher rb install jujur jumatberkah gopaypayday terimakasih gojekindonesia pic twitter com
"Makasih gopay. Beli di skincare online jadi murah di sociolla,mucho,apotik24 dan otw watson😂 @gojekindonesia",positive,makasih gopay beli skincare online murah sociolla mucho otw watson gojekindonesia
"Suatu ketika, lebih tepatnya pukul 10:34 saya mendapatkan notifikasi dari gojek indonesia melalui email. 

saya dapat voucher total 300.000 gofood. Saya pun gercep dong buka gojek terus, disuruh pilih pengguna baru atau setia, karna saya pengguna setia gojek, daripada @GrabID",positive,tepat notifikasi gojek indonesia email voucher total gofood gercep buka gojek suruh pilih guna setia karena guna setia gojek grabid
